Mode of entry,Month/Year,Visitor Origin,Country,Number of Visitors (Rounded to nearest hundred)
Air,March 2010,South Atlantic,United States,500
Air,March 2010,East South Central,United States,0
Air,March 2010,West South Central,United States,200
Air,March 2010,Mountain,United States,100
Air,March 2010,Pacific,United States,200
Air,March 2010,United Kingdom,Overseas,500
Air,March 2010,Other Europe,Overseas,300
Air,March 2010,Other Overseas,Overseas,500
Road,March 2010,Atlantic Canada,Canada,"67,300"
Road,March 2010,Quebec,Canada,"1,300"
Road,March 2010,Ontario,Canada,"4,400"
Road,March 2010,Western Canada,Canada,300
Road,March 2010,Maine (by road only),United States,300
Road,March 2010,Other New England,United States,700
Road,March 2010,Middle Atlantic,United States,200
Road,March 2010,East North Central,United States,100
Road,March 2010,West North Central,United States,0
Road,March 2010,South Atlantic,United States,100
Road,March 2010,East South Central,United States,0
Road,March 2010,West South Central,United States,0
Road,March 2010,Mountain,United States,0
Road,March 2010,Pacific,United States,100
Road,March 2010,Overseas,Overseas,0
Air,April 2010,Atlantic Canada,Canada,"8,900"
Air,April 2010,Quebec,Canada,"3,700"
Air,April 2010,Ontario,Canada,"14,700"
Air,April 2010,Western Canada,Canada,"5,200"
Air,April 2010,New England (inc Maine),United States,300
Air,April 2010,Middle Atlantic,United States,600
Air,April 2010,East North Central,United States,500
Air,April 2010,West North Central,United States,100
Air,April 2010,South Atlantic,United States,600
Air,April 2010,East South Central,United States,0
Air,April 2010,West South Central,United States,200
Air,April 2010,Mountain,United States,100
Air,April 2010,Pacific,United States,400
Air,April 2010,United Kingdom,Overseas,"1,100"
Air,April 2010,Germany,Overseas,200
Air,April 2010,Other Europe,Overseas,500
Air,April 2010,Other Overseas,Overseas,700
Road,April 2010,Atlantic Canada,Canada,"72,200"
Road,April 2010,Quebec,Canada,"2,000"
Road,April 2010,Ontario,Canada,"7,300"
Road,April 2010,Western Canada,Canada,700
Road,April 2010,Maine (by road only),United States,600
Road,April 2010,Other New England,United States,"1,300"
Road,April 2010,Middle Atlantic,United States,400
Road,April 2010,East North Central,United States,100
Road,April 2010,West North Central,United States,0
Road,April 2010,South Atlantic,United States,300
Road,April 2010,East South Central,United States,0
Road,April 2010,West South Central,United States,0
Road,April 2010,Mountain,United States,100
Road,April 2010,Pacific,United States,0
Road,April 2010,Overseas,Overseas,0
Air,May 2010,Atlantic Canada,Canada,"8,200"
Air,May 2010,Quebec,Canada,"3,000"
Air,May 2010,Ontario,Canada,"16,500"
Air,May 2010,Western Canada,Canada,"8,200"
Air,May 2010,New England (inc Maine),United States,400
Air,May 2010,Middle Atlantic,United States,500
Air,May 2010,East North Central,United States,500
Air,May 2010,West North Central,United States,100
Air,May 2010,South Atlantic,United States,900
Air,May 2010,East South Central,United States,100
Air,May 2010,West South Central,United States,300
Air,May 2010,Mountain,United States,300
Air,May 2010,Pacific,United States,600
Air,May 2010,United Kingdom,Overseas,"1,000"
Air,May 2010,Germany,Overseas,200
Air,May 2010,Other Europe,Overseas,600
Air,May 2010,Other Overseas,Overseas,"1,200"
Road,May 2010,Atlantic Canada,Canada,"78,900"
Road,May 2010,Quebec,Canada,"3,200"
Road,May 2010,Ontario,Canada,"11,100"
Road,May 2010,Western Canada,Canada,"1,500"
Road,May 2010,Maine (by road only),United States,900
Road,May 2010,Other New England,United States,"2,100"
Road,May 2010,Middle Atlantic,United States,900
Road,May 2010,East North Central,United States,300
Road,May 2010,West North Central,United States,100
Road,May 2010,South Atlantic,United States,800
Road,May 2010,East South Central,United States,0
Road,May 2010,West South Central,United States,100
Road,May 2010,Mountain,United States,100
Road,May 2010,Pacific,United States,100
Road,May 2010,Overseas,Overseas,0
Air,June 2010,Atlantic Canada,Canada,"7,200"
Air,June 2010,Quebec,Canada,"2,300"
Air,June 2010,Ontario,Canada,"20,400"
Air,June 2010,Western Canada,Canada,"11,900"
Air,June 2010,New England (inc Maine),United States,800
Air,June 2010,Middle Atlantic,United States,"1,600"
Air,June 2010,East North Central,United States,700
Air,June 2010,West North Central,United States,300
Air,June 2010,South Atlantic,United States,"1,800"
Air,June 2010,East South Central,United States,200
Air,June 2010,West South Central,United States,400
Air,June 2010,Mountain,United States,500
Air,June 2010,Pacific,United States,800
Air,June 2010,United Kingdom,Overseas,"2,600"
Air,June 2010,Germany,Overseas,"1,200"
Air,June 2010,Other Europe,Overseas,"1,900"
Air,June 2010,Other Overseas,Overseas,"2,800"
Road,June 2010,Atlantic Canada,Canada,"78,200"
Road,June 2010,Quebec,Canada,"5,100"
Road,June 2010,Ontario,Canada,"18,900"
Road,June 2010,Western Canada,Canada,"2,600"
Road,June 2010,Maine (by road only),United States,"1,500"
Road,June 2010,Other New England,United States,"3,800"
Road,June 2010,Middle Atlantic,United States,"1,900"
Road,June 2010,East North Central,United States,800
Road,June 2010,West North Central,United States,300
Road,June 2010,South Atlantic,United States,"2,100"
Road,June 2010,East South Central,United States,100
Road,June 2010,West South Central,United States,200
Road,June 2010,Mountain,United States,300
Road,June 2010,Pacific,United States,500
Road,June 2010,Overseas,Overseas,0
Air,July 2010,Atlantic Canada,Canada,"6,600"
Air,July 2010,Quebec,Canada,"2,900"
Air,July 2010,Ontario,Canada,"25,100"
Air,July 2010,Western Canada,Canada,"17,600"
Air,July 2010,New England (inc Maine),United States,"1,300"
Air,July 2010,Middle Atlantic,United States,"2,300"
Air,July 2010,East North Central,United States,"1,400"
Air,July 2010,West North Central,United States,800
Air,July 2010,South Atlantic,United States,"2,700"
Air,July 2010,East South Central,United States,400
Air,July 2010,West South Central,United States,"1,400"
Air,July 2010,Mountain,United States,"1,000"
Air,July 2010,Pacific,United States,"2,000"
Air,July 2010,United Kingdom,Overseas,"2,400"
Air,July 2010,Germany,Overseas,"1,400"
Air,July 2010,Other Europe,Overseas,"2,400"
Air,July 2010,Other Overseas,Overseas,"2,500"
Road,July 2010,Atlantic Canada,Canada,"130,200"
Road,July 2010,Quebec,Canada,"19,200"
Road,July 2010,Ontario,Canada,"70,600"
Road,July 2010,Western Canada,Canada,"6,200"
Road,July 2010,Maine (by road only),United States,"3,500"
Road,July 2010,Other New England,United States,"10,400"
Road,July 2010,Middle Atlantic,United States,"5,100"
Road,July 2010,East North Central,United States,"2,200"
Road,February 2011,Overseas,Overseas,0
Road,July 2010,West North Central,United States,700
Road,July 2010,South Atlantic,United States,"4,700"
Road,July 2010,East South Central,United States,200
Road,July 2010,West South Central,United States,600
Road,July 2010,Mountain,United States,700
Road,July 2010,Pacific,United States,"1,000"
Road,July 2010,Overseas,Overseas,0
Air,August 2010,Atlantic Canada,Canada,"8,000"
Air,August 2010,Quebec,Canada,"6,100"
Air,August 2010,Ontario,Canada,"34,300"
Air,August 2010,Western Canada,Canada,"24,400"
Air,August 2010,New England (inc Maine),United States,"1,500"
Air,August 2010,Middle Atlantic,United States,"2,900"
Air,August 2010,East North Central,United States,"1,400"
Air,August 2010,West North Central,United States,700
Air,August 2010,South Atlantic,United States,"4,400"
Air,August 2010,East South Central,United States,500
Air,August 2010,West South Central,United States,"1,500"
Air,August 2010,Mountain,United States,"1,500"
Air,August 2010,Pacific,United States,"2,100"
Air,August 2010,United Kingdom,Overseas,"3,800"
Air,August 2010,Germany,Overseas,"2,100"
Air,August 2010,Other Europe,Overseas,"2,900"
Air,August 2010,Other Overseas,Overseas,"3,100"
Road,August 2010,Atlantic Canada,Canada,"125,900"
Road,August 2010,Quebec,Canada,"16,400"
Road,August 2010,Ontario,Canada,"69,000"
Road,August 2010,Western Canada,Canada,"4,600"
Road,August 2010,Maine (by road only),United States,"2,800"
Road,August 2010,Other New England,United States,"9,700"
Road,August 2010,Middle Atlantic,United States,"5,500"
Road,August 2010,East North Central,United States,"1,900"
Road,August 2010,West North Central,United States,700
Road,August 2010,South Atlantic,United States,"3,700"
Road,August 2010,East South Central,United States,300
Road,August 2010,West South Central,United States,500
Road,August 2010,Mountain,United States,600
Road,August 2010,Pacific,United States,800
Road,August 2010,Overseas,Overseas,0
Air,September 2010,Atlantic Canada,Canada,"7,500"
Air,September 2010,Quebec,Canada,"3,300"
Air,September 2010,Ontario,Canada,"23,300"
Air,September 2010,Western Canada,Canada,"15,700"
Air,September 2010,New England (inc Maine),United States,600
Air,September 2010,Middle Atlantic,United States,"1,600"
Air,September 2010,East North Central,United States,"1,500"
Air,September 2010,West North Central,United States,500
Air,September 2010,South Atlantic,United States,"2,700"
Air,September 2010,East South Central,United States,200
Air,September 2010,West South Central,United States,900
Air,September 2010,Mountain,United States,400
Air,September 2010,Pacific,United States,"1,500"
Air,September 2010,United Kingdom,Overseas,"2,700"
Air,September 2010,Germany,Overseas,"2,700"
Air,September 2010,Other Europe,Overseas,"2,400"
Air,September 2010,Other Overseas,Overseas,"2,700"
Road,September 2010,Atlantic Canada,Canada,"79,500"
Road,September 2010,Quebec,Canada,"4,400"
Road,September 2010,Ontario,Canada,"24,300"
Road,September 2010,Western Canada,Canada,"2,400"
Road,September 2010,Maine (by road only),United States,"1,700"
Road,September 2010,Other New England,United States,"4,600"
Road,September 2010,Middle Atlantic,United States,"3,300"
Road,September 2010,East North Central,United States,"1,200"
Road,September 2010,West North Central,United States,400
Road,September 2010,South Atlantic,United States,"2,100"
Road,September 2010,East South Central,United States,200
Road,September 2010,West South Central,United States,300
Road,September 2010,Mountain,United States,300
Road,September 2010,Pacific,United States,600
Road,September 2010,Overseas,Overseas,0
Air,October 2010,Atlantic Canada,Canada,"8,000"
Air,October 2010,Quebec,Canada,"3,800"
Air,October 2010,Ontario,Canada,"16,100"
Air,October 2010,Western Canada,Canada,"12,100"
Air,October 2010,New England (inc Maine),United States,700
Air,October 2010,Middle Atlantic,United States,"1,100"
Air,October 2010,East North Central,United States,900
Air,October 2010,West North Central,United States,500
Air,October 2010,South Atlantic,United States,"2,000"
Air,October 2010,East South Central,United States,400
Air,October 2010,West South Central,United States,900
Air,October 2010,Mountain,United States,500
Air,October 2010,Pacific,United States,"1,200"
Air,October 2010,United Kingdom,Overseas,"2,300"
Air,October 2010,Germany,Overseas,"1,600"
Air,October 2010,Other Europe,Overseas,"2,000"
Air,October 2010,Other Overseas,Overseas,"1,600"
Road,October 2010,Atlantic Canada,Canada,"81,600"
Road,October 2010,Quebec,Canada,"2,200"
Road,October 2010,Ontario,Canada,"11,400"
Road,October 2010,Western Canada,Canada,"1,400"
Air,April 2011,Germany,Overseas,700
Road,October 2010,Maine (by road only),United States,"1,200"
Road,October 2010,Other New England,United States,"2,700"
Road,October 2010,Middle Atlantic,United States,"1,300"
Road,October 2010,East North Central,United States,500
Road,October 2010,West North Central,United States,300
Road,October 2010,South Atlantic,United States,800
Road,October 2010,East South Central,United States,0
Road,October 2010,West South Central,United States,100
Road,October 2010,Mountain,United States,200
Road,October 2010,Pacific,United States,300
Road,October 2010,Overseas,Overseas,0
Air,November 2010,Atlantic Canada,Canada,"8,400"
Air,November 2010,Quebec,Canada,"4,400"
Air,November 2010,Ontario,Canada,"13,600"
Air,November 2010,Western Canada,Canada,"5,500"
Air,November 2010,New England (inc Maine),United States,500
Air,November 2010,Middle Atlantic,United States,500
Air,November 2010,East North Central,United States,400
Air,November 2010,West North Central,United States,100
Air,November 2010,South Atlantic,United States,700
Air,November 2010,East South Central,United States,0
Air,November 2010,West South Central,United States,200
Air,November 2010,Mountain,United States,100
Air,November 2010,Pacific,United States,300
Air,November 2010,United Kingdom,Overseas,500
Air,November 2010,Germany,Overseas,800
Air,November 2010,Other Europe,Overseas,500
Air,November 2010,Other Overseas,Overseas,"1,100"
Road,November 2010,Atlantic Canada,Canada,"67,500"
Road,November 2010,Quebec,Canada,"1,000"
Road,November 2010,Ontario,Canada,"4,800"
Road,November 2010,Western Canada,Canada,300
Road,November 2010,Maine (by road only),United States,400
Road,November 2010,Other New England,United States,700
Road,November 2010,Middle Atlantic,United States,300
Road,November 2010,East North Central,United States,100
Road,November 2010,West North Central,United States,0
Road,November 2010,South Atlantic,United States,100
Road,November 2010,East South Central,United States,0
Road,November 2010,West South Central,United States,0
